text,lang
"mazahre ke khel ke dauraan, kisi ne kaha ki aisa lagataa hai ki khiladi gend ko jaal ke oupar aage peeche lay jaa rahe hain, or shayd wali bal is khel kaa ek or vizaahti naam hoga.",urd
"e dee es ne balakhir aye tii kerani main saikadon milazamatein khatm kiraden, muaavja kam kiya, bek afas ke program ko zam kiya, or aakhirkaar aye tii kerani kaa sadar daphtar chicago se plano, texas muntaqal kridya.",urd
main khaas tuur par hairaan huun ki is ne apni pahali film main kitna iccha kaam kiya!,urd
"1591 main, pahali cambraj bible jaan legate ne chhapi, or 1629 main, king jaimuz bible kaa cambraj folio edeshan thomas or jaan book ne shaya kiya.",urd
ye tarbet bacche kii zindagi ko najam va zabbat de gi.,urd
"kiya main indra aa sakati huun, sir?",urd
lekin haqikat main is kaa nateeza kuch naheen hota.,urd
"jihadi, mujahden or fidain milte jalte arabi alfaaz hain jo angreji lagat main daakhil ho gaye hain.",urd
inhen aisa karne ke baare main kuch yaad naheen hai.,urd
salankayan ek qadim khandaan tha jis ne godavari or krishna ke darmiyaan andhra ke ilaka par 300 se 440 isvi tak vengi (jadid padaavegi) main apni rajdhani ke saath hukuumat kii thi.,urd
"jese jese aap bartan main chaval kaa aataa daalate hain, beech beech main, aap ghuse hue nariyal kii thodi si muqadaar bhi shamil chriskte hain.",urd
misaal ke tuur par mukhtalf himalayai silsile jinhen tum mukhtalf riyasato se dekh sakati ho jese kanchan janga apni misaal aap hai or majid bahut saare hain or har silasile apni khaas khasusiyat ko pesh kurta hai.,urd
"tamaam saholtein mahiya karai gai thim in logon ke liye jo apni tabiyaat ke mutabik tanhaai main zyaada ruhani tuur par paak zindgiyan guzaarne kii taraf mayil the, or in main se aksar asatou ko badi taadaad main chelon kii pairokari haasil thi.",urd
"jang se sakht or baaghi hindustani faoez kaa afasar apni sabik giral friend ke bacche kii talash main jataa hai, jise parasarar tuur par agwa kiya jataa hai.",urd
"2000 main, bi es e ne is ishaariye ko apan darevatyuz mocket ko kholane, es and pii bi es e sensex futurez maahidon kii tizarat karne ke liye istemaal kiya.",urd
"wah, bahut shaandar.",urd
agar is hafte koi vahaan aa kar bicking kar lay to kiya ye thik rahe gaa?,urd
"tushkhis, shiddat or firad ke saath saath kaam ke aitbaar se, shakhsiit ke akhtilal ko kaam yaa kaam kii jagah se namatane main dushvaari se mansilk kiya jasakta hai, jo mumkin tuur par bahami taalkat main madakhilat karke doosaron ke saath missale kaa baais bin saktaa hai.",urd
siyaahat kii behatar tarakkee ke liye in saholyat ko mataalika ilaakon main vasit di jani chaheyaawar is ke liye avaam ke saath saath nijee shobe ko bhi aage aana chahiye.,urd
"kerala kii khubasurati is kii par sukun fitarat main mazamar hai, jis main par sukun bek water, sahil, pahaadi mukaamat, masalhe ke bagat, nibataat va haivaanaat, aivar ved, kushti kii dauden, kudrati bandargahen or bahut kuch shamil hain.",urd
azafee saat waadon ke saath khangi zindagi walon ke liezzvi tamil aayad kii gai hai.,urd
"vaanuto or sulimani jujhair par bhi kudrati praksish mukaamat kii kamee naheen hai; taahim, chunki in dono mamalik main kam siyah ate hain, is liye in ilaakon kii jhulakiyan aksar kam darja bindi kii rahati hain.",urd
"zer kashit azafee arazi (afaqi approach) or fasalon ke behatar intazaam (amodi approach) kii technologyon masalan aala paidavari in pat ke taen muwafiq , tawanai se bharpoor, or tanaav bardaasht karne wali ikssam, aabpashi main azafa, or fasalon kii marabot gazaait or tohfiz ke istemaal se fasalon kii paidavar main khaatir khwaah azafa mumkin hai.",urd
resive karne wali tem ko chahiye ki wo gend ko apne court ke indra phansane na de.,urd
"ji aai tract main insaanon or digar janwaron main hazim nizaam ke tamaam bade aaza shamil hain, jin main gazaai naali, pet, or aantein shamil hain.",urd
"march ke dauraan zyaada tar mukaamat par garmi kii lahar ke halaat dekhee gaye, 29-31 march ke dauraan mugharabi rajasthan main alag alag mukaamat par shadid garmi kii lahar kii sorthal thi.",urd
kiya parade shurua ho gai?,urd
pani kaa tawazon hdrological saikal par insaani asarat main se kuch kii peshin goi karne ke liye mufeed hai.,urd
"lekin madam, ganga or brahma putra dono hindustan ke sab se bade dariya kaise ho sakte hain?",urd
"thik hai, is kaa intazaam kiya jasakta hai.",urd
"ye bahut se kaljon main dastyab hai jese skool of fation tikunology, pune; steela maris college, chinai or lavola college, chinai ke alaava bahut se doosaron main.",urd
kiya sirf yahi chizin hain jin kii mujhe zarurat hai?,urd
"oh, mujhe naheen maalum tha ki ye soni chainal par dastyab tha.",urd
dekho log ghor rahe hain.,urd
wo itane ahim kyon hain?,urd
har riyasat kii numandagi ek jhaanki ke zarie kii jaati hai.,urd
program kaa akhtatam societi ke milaazameen ke zer ahtamam 'taqasim or aazadi: adab or cinema main akasi' ke unwan se ek muqaafati taqarib ke saath hawa.,urd
"1956 main, film dvision ne ek cartoon film unit kaayam kiya, jis main tajurba car dijani anemetre clear bex ko talaba ko tarbet dene ke liye muddo kiya gaya tha.",urd
"thik hai, agali bar jab hum roid par baahar jaayen ge to main aap ko bataaun gaa.",urd
"hello, main kshamal mishraqi khaane kii khoj par huun.",urd
masik kaa iltazaam or samaji faasale ke usool ab bhi lagu huun ge.,urd
"farvari 2022 tak, andaman of shor main kul 22,555 el ke em to dee broadband sesmik data haasil kiya gaya hai.",urd
or mujhe ek sikem mili jis main unhon ne invest kiya hai lekin is kii tafsil yaad naheen hai.,urd
"em tii pii act main bataya gaya hai ki 12 hafton tak ke tabi asqat hamal ke liye ek registerd medical practishnar (aar em pii) kii ray kii zarurat hoti hai, jab ki 12 se 20 hafton ke darmiyaan asqat ke liye, do aar em pii kii ray kii zarurat hoti hai.",urd
"chunki wo ilaaka public property hai, is liye koi bhi jaakar khel saktaa hai.",urd
kiya hukuumat in ke gharon or jaria maash kii dobara tamir main in logon kii madad krati hai?,urd
unhon ne 1958 or 1962 ke asiai khelon main bhi talai tamge jite.,urd
"haan, indraj sirf ek hi mukaam par mumkin hota hai.",urd
"mujhe jaanaa hoga, afas main bahut kaam hai.",urd
"mitti kii nakshaa sazi mukhtalf kasam kii mitiyon kii shinaakht, tafsil or had bindi jo ilaka kii arji shuklayat, aab va hawa or nibataat par mibani hoti hain, maidani kaam or liboritry ke adaad va shumar ke zarie tasadiq or ek mayaari buniyadi nakshe par dikhaae jane par mushtamil hai.",urd
hindustan main udabi fan kii sanf kaun si hain?,urd
"subah bakher , haazirin, artists galeria main khush aamaded!",urd
"oh, kul april kii 14 hai naa?",urd
farhaan akhtar ne bahut hi iccha kaam kiya.,urd
padan ko maidan main shuklayati tuur par bayaan kiya jataa hai or in kii khasuseyat or zamru bindi ke liye lebartry kii tahaqikaat ke liye namoonaa liya jataa hai.,urd
kiya main taarikh hissoli se pahele polisi se dast bardaar ho saktaa huun?,urd
hum meter kii daal kaa zaike daar soup bhi banaate hain.,urd
"haan, wo shoharat or duusari chizon ke liye ek dusare ke khilaaf mazahre karte hain.",urd
litereri aid esosi eshan kaa daura karne ke liye aap kaa shukrayy.,urd
"claseki mousiki bachchon kii nishvonima ke liye faaydaa mand hai, ye acchhee baat hai.",urd
jaisaa ki aap jaante hain ki hamare talaba mazdooree karne waale khandaanon se taalluk rakhwe hain.,urd
to hamare pas safar kaa koi plan hai?,urd
"is ne chemicliz se paak kaashtkaaree , bishmol namyati kaashtkaaree , or aisi takneekon kii taraf tamaam mataalika afarad kii tawaja mbbool karwai hai jo mitti or maahaul kii baazyabi, ehya or bahaali krati hain.",urd
aao or baith jaao.,urd
yahaan par saat nishston par mushtamil ek yak evani cocose(keeling) ielandz shair konsil bhi maujuud hai.,urd
"2014 main, hukuumat ne anshurnce sector main gair milki saramy kari kii balai had ko 26 faisad se badhaa kar 49 faisad kridya.",urd
"is ke alaava, kaabil itmad or bruqt takhmaine or mausami fasal ke rakbe or paidavar ke takhmaine marketing kii hukmat amliyon kii tashkeel jese baramad/darhamad, keemton kaa tain or awami taqasim kari ke liye ahim hain.",urd
hum narega ke tahat haq ke tuur par ek din main 100 rupee kii hakiki ijurat faraham karne ke liye ahad bastaa hain.,urd
aap kaa kher muqadam hai.,urd
"ek bar jab pyaaz niyam shafaf ho jaaye, to haldi ke powder ke saath marenet kiya hawa mitan shamil kiralen or kuch der tak bhavan len jab tak ki pure masalhe mitan main jazb na hojaayein takreeban 5-6 minute tak.",urd
"insaani hifaazat buniyadi tuur par gahakon, milaazameen or intazaamy samet tamaam logon kii sahat, hafizan sahat or maahaul par tawaja merccoz krati hai.",urd
tum kahaan gaye the?,urd
aayush kudamat ke liye ek aala malyati takhsis kiye jane kii zarurat hai.,urd
main ne padhaa hai ki film ke climex kii shooting karte vakt sambeli bhi zahani tuur par tuut gai thi.,urd
"2014 ke kaaman velth gamiz main khwatin ke free staele 55 kilogram zamre main, babita kii pahali harif scot land kii catherine marsh thim, jinhen unhon ne 92, 40 (darja bindi points 4:1) se shikast di.",urd
"plani bujurg majid bataata hai ki mansuba band faasla 12 kullu meter (7.5 mail) tha, or is kaa maqsad asthms ke darmiyaan ek nahar kaatna tha taaki castrin or harmein khalijon ko joda jaa sake.",urd
"or sab se ahim baat, balaa taakher hamari phikar terra lagavane kii honi chahiye.",urd
"bilkul, mujhe kam iz kam 7:30 tak vahaan pahunchna hota hai.",urd
main yahaan life anshurnce polisi ke baare main kuch malomat haasil karne ke liye aayaa huun.,urd
unhon ne dak musafiron kii saholit ke liye sarak ke kinare dak bangale banaaye.,urd
aap ko dar naheen lagataa?,urd
"brah meharabaani is ke baare main bhi mohataat rahiin, is liye ki jab ek hindustani vese kii carrwai or manzooree ho jaati hai to use brah rasat darkhwaast par diye gaye e mail edres par bhej diya jataa hai.",urd
"takneekee tarakiyon ke jaria laaye jane waale nafast or tabadeli, jis ne apni rasai ko majid vasia kridya hai, ke pesh nazar media ne aaj ray aama ko dhaalane kaa ek makhsus kirdaar haasil kiya hai.",urd
kiya aap brah karam mujhe wats ep par web site kaa lank bhej sakte hain?,urd
main ummeed kurta huun ki main inaam jeet sakuun gaa.,urd
"haari monsoon kii aab va hawa ke saath, assam matidal rahata hai (mausam garma main besh trin 95 digree - 100 digree forn hite yaa 35 digree - 38 digree celsius or mausam surma main aqil trin 43 digree - 46 digree forn hite yaa 6 digree - 8 digree celsius) or shadid barish or aala nami kaa saamana kurta hai.",urd
"baar aazam ke intihaai mishraqi hisson main kai pahaad aatish fishani hain, or aatish fishani siyaahat ke liye indonesia or kaamchataka yaqini tuur par behtareen manzilen hain.",urd
ye musanfin kii samaji zimm dari bin gai ki wo avaam ko insaaf or gulami se aazadi ke najariyat ke liye bedaar karne ke maqsad se likhein.,urd
"hello, kiya ye jai pur citi palls hai?",urd
"ek naheen, balki isi waxine kii do khuraaqein.",urd
vaseefa pure talimi saal/course ke liye faraham kiya jaaye gaa.,urd
ye sikem neshnal iskolaruship portel (en es pii) ke zarie nafiz kii gai hai.,urd
kiya aap in dastavezaat kii fahrust bataa sakte hain jo hamen pesh karne huun ge?,urd
"khwatin, aman, or salaamati ke baare main ikvam matahda kii salaamati konsil kii qarardad 1325 (es/aar e es/1325), 31 aktubar 2000 ko ikvam matahda salaamati konsil ne qarardadon 1261 (1999), 1265 (1999), 1296(2000) or 1314 (2000) ko waapas karne ke baad, matafiq tuur par manzoor kiya.",urd
"naheen sir, abhi tak to naheen; kyon ki hum ne is kaa istemaal karna foree tuur par band kridya tha.",urd
"riyasati noodele agensiyon (es en ez) ko riyasat main awami charjung stishno or bydaree kii tabadalaa/charjung saholyat ko install karne, chalaane or barkaraar rakhane ke lipaamil darhamad karne wali agensiyon kaa intakhaab karne kaa paaband kiya gaya hai.",urd
maharaja ranjit singh ke itiye se 1835 ke aas pas nanded main nafis nakashi waale ek khubasurat or dilkash gurudwara kii tamir amal main aai jis main ek azim ulishan sunahari ganbd tha.,urd
kiya tum ne kailash nath mandir dekha?,urd
kiya wo use dak ke zarie rawaanah karte hain?,urd
"bahut shukrayy, abaa.",urd
"reli jari rahati hai, har tem ko lagaataar teen tich tak kii izzaazat di jaati hai, jab tak ki koi tem mukhaalf ke court main gend kii buniyaad naheen rakhti or reli jeet jaati hai yaa koi tem kisi galati kaa artikab krati hai or reli haar jaati hai.",urd
kiya baat hai?,urd
tumhen ab meree liye aa kar kaam karne kii koi zarurat naheen hai.,urd
"chunki ek hi chainal badhate hue samain kii khidamat kriraha tha, lahza tele vision programing tejai se anjujab tak pahunch gai.",urd
meree khyal se bachchon ko claseki mousiki seekhney chahiye.,urd
wo apni daswayan jamait ke imtihaan agle maheene khatm kar len ge.,urd
"in kaa astdlal hai ki soti trek, asal main, ravayati olen namonon kaa ek rasmi jashn tha.",urd
"2019 tak, zi intertainment interprizez lametre (zed e e el) asal group kii vaahid munaafaa paida karne wali company thi; is group ne takreeban 20,000 karod (2020 main 210 blin yaa 2.6 blin america dollar ke barabar) majamuai karz jamaa kiya tha.",urd
"raag, rangeela chopadi vagairah par mibani bhajan, janan or odya gaanon ko halki claseki mousiki ke tahat group kiya gaya hai, jo odya mousiki kaa ek ahim hissaa hai.",urd
hidayat par amal karen.,urd
alami vibai marz ne olympics ke tajurbe kii kuch chamak chin lee.,urd
"teesare marahale main, azafee khayalaat mataarf kiraye gaye. misaal ke tuur par, taaost mandiron main rasomat, toba or nazaraanon kii hausalaa afzaai kii gai thi kyonki wo karam bojh ko kam chriskte the.",urd
"doodh, anda, moong falee, darkht ke joz or machhlii kii allergy kii tasadiq ke liye makhsus aai ji e ke liye khoon kii jaanch mufeed saabit hosakti hai.",urd
tumhara abaa ko bhi kaam se chuttee rahe gi.,urd
aap kaa matalab doctor strange and di multi varis of mednees hai?,urd
mujhe taaj dam hone ke mauqaa kii sakht zarurat hai.,urd
"lambii kahani hai, mujhe thodaa vakt do.",urd
"brah meharabaani farm main rakam ko lafz or nambaron main likh diin, sir.",urd
"isi tarah, jangle kii arazi jis par is vakt kam keemat wali anua kaa galaba hai, mustaubal main zyaada keemtee hosakti hai, or is ke brsiks bhi durust hai.",urd
"ye tarkeeb, jo kunfyoshsee rasomat or vasia tar aazada ro jamhori sakht waale makkatab kii aamezsh hai, mugharabi andaz kii azaad khayali jo tasing ke liye had se zyaada infradit or akhlaqi basirat ke fiqdaan se dochar hai or ravayati kunfyoshit jo tasing ke liye taarikhi aitbaar se be chuk nizaam haai miratab or salbi shurafa se dochar rahi hai, dono se judagan hai.",urd
"naye tareeq car ke tahat, birdariyon se mishavrat kii jaa rahi hai or inhen tarbet faraham kii jaa rahi hai, or saarphine ek aisa mhasul adaa karne ke liye balaa jhajjak aamaadaa ho jate hain jo afial kii anjaam dahi or dekh bhaal ke ikhrajat ko puraa karne ke liye coffee unchi satah par muqrer kiya gaya hai.",urd
jaisaa ki tum jaanati ho main bahut zyaada safar kurta huun or bahut zyaada filmein dekhtaa huun.,urd
meree tamaam aziz talaba ko subah bakher.,urd
taalib almon ke liye aisi koi riayat naheen hai.,urd
"dheenandra, jo chatti kii fateh se naaraaz hojate hain, ne pakshi kii ruuh ko santhisiser se raha kar diya.",urd
"zaruur! shruti parampara ke baad se, sanskrit adab zubaani ravayat ke jaria hamare pas aayaa hai.",urd
"haan, brah meharabaani baith jaaiye.",urd
inhen padam shri milaa hai.,urd
"18 april 2022 ko , gotabaya ne sadar or parlemint ke tamaam 225 mumbaran parlemint samet puri hukuumat se istafe kaa mataliba karne waale ihtijaj ke baavjood ek nai 17 rukani coben tashkeel di.",urd
"taahim, kisi bhi riyasati bar konsil main indraj barrister ke hindustan main kisi bhi adaalat ke saamne pesh hone par paabandi aayad naheen kurta, khwaah ye estate bar konsil ke is ilakaai dayera akhtiyaar se baahar hi ho jis main in kaa indraj hai.",urd
hindustan ne apni pahali qaumi tem 1920 main olympics main bheji thi or is ke baad se hi har mausam garma olympic khelon main hissaa liya hai.,urd
shah ne jor de kar kaha ki ye bill muslim mukhaalf naheen tha kyonki is se shahrit ke hissol ke in ke maujod raste main koi tabadeli waaqa naheen hui.,urd
ye hukuumat kii taraf se ek acchhee flaahi sikem hai.,urd
"jab gadi harakat main hoti hai to achanak break lagane, modane yaa haadase kii soorat main in bandhaa si aar es gadi ke indra se uchhal kar baahar nakul saktaa hai.",urd
"agar aap machhlii ko trigeh detii hain to, fir assam se tenga machhlii pakwaan aap ko pasand aaye gaa.",urd
"iran main internet sansarship kii vajah se irani hukuumat or sipah passdaran inkulab ne hamesha iraniyon ke fees book, twiter or isi tarah ke mashhuur soushal net works main shamil hone kii mukhaalfat kii hai.",urd
is ne ek arazdaashit daakhil kii ki sabject rome 1971 ke kanoon ke tahat maalan kuchi aabaadee ke ilaka main waaqa hai or is kanoon kii dafaa 22 (1) (aye) main shamil mamanat kii ro se pahele mudda alay ke jaria dair muqadama majaaz atharty kii tahariri izzaazat ke bagaiyr kaabil samat naheen hai.,urd
hairaan kar dene wali sang tarashi or masuri pesh karne waale ye gaar jain math ke akayad or talimat kii badai bayaan karte hain.,urd
hai deewanga! main acchhee huun.,urd
har taalib ilm ko kam iz kam ek poda lagaana hoga.,urd
"haan, or trigeh ke mutabik is main meetha yaa namakin zayaa hosakta hai.",urd
